context_id,raw_context,disease,biomarkers,drugs,therapy_type,therapy_strategy,indication,approval_url
472,"if a patient with locally advanced or metastatic invasive breast carcinoma has her2-negative, er positive, one recommended therapy is sacituzumab govitecan. therapy type: targeted therapy. therapy strategy: topoisomerase inhibition. indication: trodelvy is a trop-2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable locally advanced or metastatic hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative (ihc 0, ihc 1+ or ihc 2+/ish-) breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761115s035lbl.pdf",locally advanced or metastatic invasive breast carcinoma,"['her2-negative', 'er positive']",['sacituzumab govitecan'],['targeted therapy'],['topoisomerase inhibition'],"trodelvy is a trop-2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable locally advanced or metastatic hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative (ihc 0, ihc 1+ or ihc 2+/ish-) breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761115s035lbl.pdf
473,"if a patient with locally advanced or metastatic invasive breast carcinoma has her2-negative, pr positive, one recommended therapy is sacituzumab govitecan. therapy type: targeted therapy. therapy strategy: topoisomerase inhibition. indication: trodelvy is a trop-2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable locally advanced or metastatic hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative (ihc 0, ihc 1+ or ihc 2+/ish-) breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761115s035lbl.pdf",locally advanced or metastatic invasive breast carcinoma,"['her2-negative', 'pr positive']",['sacituzumab govitecan'],['targeted therapy'],['topoisomerase inhibition'],"trodelvy is a trop-2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable locally advanced or metastatic hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative (ihc 0, ihc 1+ or ihc 2+/ish-) breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761115s035lbl.pdf
474,"if a patient with locally advanced or metastatic invasive breast carcinoma has her2-negative, er positive, pr positive, one recommended therapy is sacituzumab govitecan. therapy type: targeted therapy. therapy strategy: topoisomerase inhibition. indication: trodelvy is a trop-2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable locally advanced or metastatic hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative (ihc 0, ihc 1+ or ihc 2+/ish-) breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761115s035lbl.pdf",locally advanced or metastatic invasive breast carcinoma,"['her2-negative', 'er positive', 'pr positive']",['sacituzumab govitecan'],['targeted therapy'],['topoisomerase inhibition'],"trodelvy is a trop-2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable locally advanced or metastatic hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative (ihc 0, ihc 1+ or ihc 2+/ish-) breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761115s035lbl.pdf
475,"if a patient with locally advanced or metastatic non-small cell lung cancer has v::ret, one recommended therapy is selpercatinib. therapy type: targeted therapy. therapy strategy: ret inhibition. indication: retevmo is a kinase inhibitor indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (nsclc) with a rearranged during transfection (ret) gene fusion, as detected by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf",locally advanced or metastatic non-small cell lung cancer,['v::ret'],['selpercatinib'],['targeted therapy'],['ret inhibition'],"retevmo is a kinase inhibitor indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (nsclc) with a rearranged during transfection (ret) gene fusion, as detected by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf
476,"if a patient with advanced or metastatic medullary thyroid cancer has ret oncogenic variants, one recommended therapy is selpercatinib. therapy type: targeted therapy. therapy strategy: ret inhibition. indication: retevmo is a kinase inhibitor indicated for the treatment of adult and pediatric patients 2 years of age and older with advanced or metastatic medullary thyroid cancer (mtc) with a ret mutation, as detected by an fda-approved test, who require systemic therapy. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf",advanced or metastatic medullary thyroid cancer,['ret oncogenic variants'],['selpercatinib'],['targeted therapy'],['ret inhibition'],"retevmo is a kinase inhibitor indicated for the treatment of adult and pediatric patients 2 years of age and older with advanced or metastatic medullary thyroid cancer (mtc) with a ret mutation, as detected by an fda-approved test, who require systemic therapy",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf
477,"if a patient with advanced or metastatic anaplastic thyroid cancer has v::ret, one recommended therapy is selpercatinib. therapy type: targeted therapy. therapy strategy: ret inhibition. indication: retevmo is a kinase inhibitor indicated for the treatment of adult and pediatric patients 2 years of age and older with advanced or metastatic thyroid cancer with a ret gene fusion, as detected by an fda-approved test, who require systemic therapy and who are radioactive iodine-refractory (if radioactive iodine is appropriate). approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf",advanced or metastatic anaplastic thyroid cancer,['v::ret'],['selpercatinib'],['targeted therapy'],['ret inhibition'],"retevmo is a kinase inhibitor indicated for the treatment of adult and pediatric patients 2 years of age and older with advanced or metastatic thyroid cancer with a ret gene fusion, as detected by an fda-approved test, who require systemic therapy and who are radioactive iodine-refractory (if radioactive iodine is appropriate)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf
478,"if a patient with locally advanced or metastatic any solid tumor has v::ret, one recommended therapy is selpercatinib. therapy type: targeted therapy. therapy strategy: ret inhibition. indication: retevmo is a kinase inhibitor indicated for the treatment of adult and pediatric patients 2 years of age and older with locally advanced or metastatic solid tumors with a ret gene fusion, as detected by an fda-approved test, that have progressed on or following prior systemic treatment or who have no satisfactory alternative treatment options. this indication is approved under accelerated approval based on overall response rate and duration of response. continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s). approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf",locally advanced or metastatic any solid tumor,['v::ret'],['selpercatinib'],['targeted therapy'],['ret inhibition'],"retevmo is a kinase inhibitor indicated for the treatment of adult and pediatric patients 2 years of age and older with locally advanced or metastatic solid tumors with a ret gene fusion, as detected by an fda-approved test, that have progressed on or following prior systemic treatment or who have no satisfactory alternative treatment options. this indication is approved under accelerated approval based on overall response rate and duration of response. continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf
479,"if a patient with locally advanced or metastatic non-small cell lung cancer has kras p.g12c, one recommended therapy is sotorasib. therapy type: targeted therapy. therapy strategy: ras inhibition. indication: lumakras is an inhibitor of the ras gtpase family indicated for the treatment of adult patients with kras g12c-mutated locally advanced or metastatic non-small cell lung cancer (nsclc), as determined by an fda-approved test, who have received at least one prior systemic therapy. this indication is approved under accelerated approval based on overall response rate (orr) and duration of response (dor). continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214665s004lbl.pdf",locally advanced or metastatic non-small cell lung cancer,['kras p.g12c'],['sotorasib'],['targeted therapy'],['ras inhibition'],"lumakras is an inhibitor of the ras gtpase family indicated for the treatment of adult patients with kras g12c-mutated locally advanced or metastatic non-small cell lung cancer (nsclc), as determined by an fda-approved test, who have received at least one prior systemic therapy. this indication is approved under accelerated approval based on overall response rate (orr) and duration of response (dor). continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214665s004lbl.pdf
480,"if a patient with locally advanced or metastatic invasive breast carcinoma has her2-negative, brca1 pathogenic variants, one recommended therapy is talazoparib. therapy type: targeted therapy. therapy strategy: parp inhibition. indication: talzenna is a poly (adp-ribose) polymerase (parp) inhibitor indicated as a single agent for the treatment of adult patients with deleterious or suspected deleterious germline brca-mutated (gbrcam) her2-negative locally advanced or metastatic breast cancer. select patients for therapy based on an fda-approved companion diagnostic for talzenna. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/211651s012lbl.pdf",locally advanced or metastatic invasive breast carcinoma,"['her2-negative', 'brca1 pathogenic variants']",['talazoparib'],['targeted therapy'],['parp inhibition'],talzenna is a poly (adp-ribose) polymerase (parp) inhibitor indicated as a single agent for the treatment of adult patients with deleterious or suspected deleterious germline brca-mutated (gbrcam) her2-negative locally advanced or metastatic breast cancer. select patients for therapy based on an fda-approved companion diagnostic for talzenna,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/211651s012lbl.pdf
481,"if a patient with locally advanced or metastatic invasive breast carcinoma has her2-negative, brca2 pathogenic variants, one recommended therapy is talazoparib. therapy type: targeted therapy. therapy strategy: parp inhibition. indication: talzenna is a poly (adp-ribose) polymerase (parp) inhibitor indicated as a single agent for the treatment of adult patients with deleterious or suspected deleterious germline brca-mutated (gbrcam) her2-negative locally advanced or metastatic breast cancer. select patients for therapy based on an fda-approved companion diagnostic for talzenna. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/211651s012lbl.pdf",locally advanced or metastatic invasive breast carcinoma,"['her2-negative', 'brca2 pathogenic variants']",['talazoparib'],['targeted therapy'],['parp inhibition'],talzenna is a poly (adp-ribose) polymerase (parp) inhibitor indicated as a single agent for the treatment of adult patients with deleterious or suspected deleterious germline brca-mutated (gbrcam) her2-negative locally advanced or metastatic breast cancer. select patients for therapy based on an fda-approved companion diagnostic for talzenna,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/211651s012lbl.pdf
482,"if a patient with non-small cell lung cancer has met exon 14 (splice site), one recommended therapy is tepotinib. therapy type: targeted therapy. therapy strategy: met inhibition. indication: tepmetko is a kinase inhibitor indicated for the treatment of adult patients with metastatic non-small cell lung cancer (nsclc) harboring mesenchymal-epithelial transition (met) exon 14 skipping alterations. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214096s003lbl.pdf",non-small cell lung cancer,['met exon 14 (splice site)'],['tepotinib'],['targeted therapy'],['met inhibition'],tepmetko is a kinase inhibitor indicated for the treatment of adult patients with metastatic non-small cell lung cancer (nsclc) harboring mesenchymal-epithelial transition (met) exon 14 skipping alterations,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214096s003lbl.pdf
483,"if a patient with non-small cell lung cancer has met exon 14 (deletion), one recommended therapy is tepotinib. therapy type: targeted therapy. therapy strategy: met inhibition. indication: tepmetko is a kinase inhibitor indicated for the treatment of adult patients with metastatic non-small cell lung cancer (nsclc) harboring mesenchymal-epithelial transition (met) exon 14 skipping alterations. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214096s003lbl.pdf",non-small cell lung cancer,['met exon 14 (deletion)'],['tepotinib'],['targeted therapy'],['met inhibition'],tepmetko is a kinase inhibitor indicated for the treatment of adult patients with metastatic non-small cell lung cancer (nsclc) harboring mesenchymal-epithelial transition (met) exon 14 skipping alterations,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214096s003lbl.pdf
484,"if a patient with unresectable or metastatic melanoma has braf p.v600e, one recommended therapy is trametinib. therapy type: targeted therapy. therapy strategy: mek inhibition. indication: mekinist is a kinase inhibitor indicated as a single agent for the treatment of braf-inhibitor treatment-naive patients with unresectable or metastatic melanoma with braf v600e or v600k mutations as detected by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf",unresectable or metastatic melanoma,['braf p.v600e'],['trametinib'],['targeted therapy'],['mek inhibition'],mekinist is a kinase inhibitor indicated as a single agent for the treatment of braf-inhibitor treatment-naive patients with unresectable or metastatic melanoma with braf v600e or v600k mutations as detected by an fda-approved test,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf
485,"if a patient with unresectable or metastatic melanoma has braf p.v600k, one recommended therapy is trametinib. therapy type: targeted therapy. therapy strategy: mek inhibition. indication: mekinist is a kinase inhibitor indicated as a single agent for the treatment of braf-inhibitor treatment-naive patients with unresectable or metastatic melanoma with braf v600e or v600k mutations as detected by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf",unresectable or metastatic melanoma,['braf p.v600k'],['trametinib'],['targeted therapy'],['mek inhibition'],mekinist is a kinase inhibitor indicated as a single agent for the treatment of braf-inhibitor treatment-naive patients with unresectable or metastatic melanoma with braf v600e or v600k mutations as detected by an fda-approved test,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf
486,"if a patient with unresectable or metastatic melanoma has braf p.v600e, one recommended therapy is dabrafenib + trametinib. therapy type: targeted therapy + targeted therapy. therapy strategy: b-raf inhibition + mek inhibition. indication: mekinist is indicated, in combination with dabrafenib, for the treatment of patients with unresectable or metastatic melanoma with braf v600e or v600k mutations as detected by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf",unresectable or metastatic melanoma,['braf p.v600e'],"['dabrafenib', 'trametinib']","['targeted therapy', 'targeted therapy']","['b-raf inhibition', 'mek inhibition']","mekinist is indicated, in combination with dabrafenib, for the treatment of patients with unresectable or metastatic melanoma with braf v600e or v600k mutations as detected by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf
487,"if a patient with unresectable or metastatic melanoma has braf p.v600k, one recommended therapy is dabrafenib + trametinib. therapy type: targeted therapy + targeted therapy. therapy strategy: b-raf inhibition + mek inhibition. indication: mekinist is indicated, in combination with dabrafenib, for the treatment of patients with unresectable or metastatic melanoma with braf v600e or v600k mutations as detected by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf",unresectable or metastatic melanoma,['braf p.v600k'],"['dabrafenib', 'trametinib']","['targeted therapy', 'targeted therapy']","['b-raf inhibition', 'mek inhibition']","mekinist is indicated, in combination with dabrafenib, for the treatment of patients with unresectable or metastatic melanoma with braf v600e or v600k mutations as detected by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf
488,"if a patient with metastatic non-small cell lung cancer has braf p.v600e, one recommended therapy is dabrafenib + trametinib. therapy type: targeted therapy + targeted therapy. therapy strategy: b-raf inhibition + mek inhibition. indication: mekinist is indicated, in combination with dabrafenib, for the treatment of patients with metastatic non-small cell lung cancer (nsclc) with braf v600e mutation as detected by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf",metastatic non-small cell lung cancer,['braf p.v600e'],"['dabrafenib', 'trametinib']","['targeted therapy', 'targeted therapy']","['b-raf inhibition', 'mek inhibition']","mekinist is indicated, in combination with dabrafenib, for the treatment of patients with metastatic non-small cell lung cancer (nsclc) with braf v600e mutation as detected by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf
489,"if a patient with locally advanced or metastatic anaplastic thyroid cancer has braf p.v600e, one recommended therapy is dabrafenib + trametinib. therapy type: targeted therapy + targeted therapy. therapy strategy: b-raf inhibition + mek inhibition. indication: mekinist is indicated, in combination with dabrafenib, for the treatment of patients with locally advanced or metastatic anaplastic thyroid cancer (atc) with braf v600e mutation and with no satisfactory locoregional treatment options. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf",locally advanced or metastatic anaplastic thyroid cancer,['braf p.v600e'],"['dabrafenib', 'trametinib']","['targeted therapy', 'targeted therapy']","['b-raf inhibition', 'mek inhibition']","mekinist is indicated, in combination with dabrafenib, for the treatment of patients with locally advanced or metastatic anaplastic thyroid cancer (atc) with braf v600e mutation and with no satisfactory locoregional treatment options",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf
490,"if a patient with unresectable or metastatic any solid tumor has braf p.v600e, one recommended therapy is dabrafenib + trametinib. therapy type: targeted therapy + targeted therapy. therapy strategy: b-raf inhibition + mek inhibition. indication: mekinist is indicated, in combination with dabrafenib, for the treatment of adult and pediatric patients 1 year of age and older with unresectable or metastatic solid tumors with braf v600e mutation who have progressed following prior treatment and have no satisfactory alternative treatment options. this indication is approved under accelerated approval based on overall response rate and duration of response. continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). limitations of use: mekinist is not indicated for treatment of patients with colorectal cancer because of known intrinsic resistance to braf inhibition. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf",unresectable or metastatic any solid tumor,['braf p.v600e'],"['dabrafenib', 'trametinib']","['targeted therapy', 'targeted therapy']","['b-raf inhibition', 'mek inhibition']","mekinist is indicated, in combination with dabrafenib, for the treatment of adult and pediatric patients 1 year of age and older with unresectable or metastatic solid tumors with braf v600e mutation who have progressed following prior treatment and have no satisfactory alternative treatment options. this indication is approved under accelerated approval based on overall response rate and duration of response. continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). limitations of use: mekinist is not indicated for treatment of patients with colorectal cancer because of known intrinsic resistance to braf inhibition",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf
491,"if a patient with low-grade glioma, nos has braf p.v600e, one recommended therapy is dabrafenib + trametinib. therapy type: targeted therapy + targeted therapy. therapy strategy: b-raf inhibition + mek inhibition. indication: mekinist is indicated, in combination with dabrafenib, for the treatment of pediatric patients 1 year of age and older with low-grade glioma (lgg) with a braf v600e mutation who require systemic therapy. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf","low-grade glioma, nos",['braf p.v600e'],"['dabrafenib', 'trametinib']","['targeted therapy', 'targeted therapy']","['b-raf inhibition', 'mek inhibition']","mekinist is indicated, in combination with dabrafenib, for the treatment of pediatric patients 1 year of age and older with low-grade glioma (lgg) with a braf v600e mutation who require systemic therapy",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf
492,"if a patient with invasive breast carcinoma has her2-positive, one recommended therapy is trastuzumab. therapy type: targeted therapy. therapy strategy: her2 inhibition. indication: herceptin is a her2/neu receptor antagonist indicated for the treatment of her2 -overexpressing breast cancer. select patients for therapy based on an fda-approved companion diagnostic for herceptin. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/103792s5354lbl.pdf",invasive breast carcinoma,['her2-positive'],['trastuzumab'],['targeted therapy'],['her2 inhibition'],herceptin is a her2/neu receptor antagonist indicated for the treatment of her2 -overexpressing breast cancer. select patients for therapy based on an fda-approved companion diagnostic for herceptin,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/103792s5354lbl.pdf
493,"if a patient with metastatic gastrointestinal stromal tumor has her2-positive, one recommended therapy is trastuzumab. therapy type: targeted therapy. therapy strategy: her2 inhibition. indication: herceptin is a her2/neu receptor antagonist indicated for the treatment of her2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma. select patients for therapy based on an fda-approved companion diagnostic for herceptin. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/103792s5354lbl.pdf",metastatic gastrointestinal stromal tumor,['her2-positive'],['trastuzumab'],['targeted therapy'],['her2 inhibition'],herceptin is a her2/neu receptor antagonist indicated for the treatment of her2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma. select patients for therapy based on an fda-approved companion diagnostic for herceptin,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/103792s5354lbl.pdf
494,"if a patient with unresectable or metastatic invasive breast carcinoma has her2-positive, one recommended therapy is trastuzumab deruxtecan. therapy type: targeted therapy. therapy strategy: her2 inhibition. indication: enhertu is a her2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic her2-positive (ihc 3+ or ish positive) breast cancer who have received a prior anti-her2-based regimen either (i) in the metastatic setting, or (ii) in the neoadjuvant or adjuvant setting and have developed disease recurrence during or within six months of completing therapy. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761139s038s042lbl.pdf",unresectable or metastatic invasive breast carcinoma,['her2-positive'],['trastuzumab deruxtecan'],['targeted therapy'],['her2 inhibition'],"enhertu is a her2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic her2-positive (ihc 3+ or ish positive) breast cancer who have received a prior anti-her2-based regimen either (i) in the metastatic setting, or (ii) in the neoadjuvant or adjuvant setting and have developed disease recurrence during or within six months of completing therapy",https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761139s038s042lbl.pdf
495,"if a patient with unresectable or metastatic invasive breast carcinoma has her2-low, one recommended therapy is trastuzumab deruxtecan. therapy type: targeted therapy. therapy strategy: her2 inhibition. indication: enhertu is a her2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic her2-low (ihc 1+ or ihc 2+/ish-) breast cancer, as determined by an fda-approved test, who have received a prior chemotherapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761139s038s042lbl.pdf",unresectable or metastatic invasive breast carcinoma,['her2-low'],['trastuzumab deruxtecan'],['targeted therapy'],['her2 inhibition'],"enhertu is a her2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic her2-low (ihc 1+ or ihc 2+/ish-) breast cancer, as determined by an fda-approved test, who have received a prior chemotherapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy",https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761139s038s042lbl.pdf
496,"if a patient with unresectable or metastatic non-small cell lung cancer has erbb2 activating variants, one recommended therapy is trastuzumab deruxtecan. therapy type: targeted therapy. therapy strategy: her2 inhibition. indication: enhertu is a her2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic non-small cell lung cancer (nsclc) whose tumors have activating her2 (erbb2) mutations, as detected by an fda-approved test, and who have received a prior systemic therapy. these indications are approved under accelerated approval based on objective response rate and duration of response. continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761139s038s042lbl.pdf",unresectable or metastatic non-small cell lung cancer,['erbb2 activating variants'],['trastuzumab deruxtecan'],['targeted therapy'],['her2 inhibition'],"enhertu is a her2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic non-small cell lung cancer (nsclc) whose tumors have activating her2 (erbb2) mutations, as detected by an fda-approved test, and who have received a prior systemic therapy. these indications are approved under accelerated approval based on objective response rate and duration of response. continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial",https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761139s038s042lbl.pdf
497,"if a patient with locally advanced or metastatic adenocarcinoma of the gastroesophageal junction has her2-positive, one recommended therapy is trastuzumab deruxtecan. therapy type: targeted therapy. therapy strategy: her2 inhibition. indication: enhertu is a her2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with locally advanced or metastatic her2-positive (ihc 3+ or ihc 2+/ish positive) gastric or gastroesophageal junction adenocarcinoma who have received a prior trastuzumab-based regimen. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761139s038s042lbl.pdf",locally advanced or metastatic adenocarcinoma of the gastroesophageal junction,['her2-positive'],['trastuzumab deruxtecan'],['targeted therapy'],['her2 inhibition'],enhertu is a her2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with locally advanced or metastatic her2-positive (ihc 3+ or ihc 2+/ish positive) gastric or gastroesophageal junction adenocarcinoma who have received a prior trastuzumab-based regimen,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761139s038s042lbl.pdf
498,"if a patient with unresectable or metastatic any solid tumor has her2-positive, one recommended therapy is trastuzumab deruxtecan. therapy type: targeted therapy. therapy strategy: her2 inhibition. indication: enhertu is a her2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic her2-positive (ihc 3+) solid tumors who have received prior systemic treatment and have no satisfactory alternative treatment options. these indications are approved under accelerated approval based on objective response rate and duration of response. continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761139s038s042lbl.pdf",unresectable or metastatic any solid tumor,['her2-positive'],['trastuzumab deruxtecan'],['targeted therapy'],['her2 inhibition'],enhertu is a her2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic her2-positive (ihc 3+) solid tumors who have received prior systemic treatment and have no satisfactory alternative treatment options. these indications are approved under accelerated approval based on objective response rate and duration of response. continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761139s038s042lbl.pdf
499,"if a patient with unresectable or metastatic invasive breast carcinoma has her2-positive, one recommended therapy is trastuzumab + tucatinib + capecitabine. therapy type: targeted therapy + targeted therapy + chemotherapy. therapy strategy: her2 inhibition + her2 inhibition + thymidylate synthase inhibition. indication: tukysa is a kinase inhibitor indicated in combination with trastuzumab and capecitabine for treatment of adult patients with advanced unresectable or metastatic her2-positive breast cancer, including patients with brain metastases, who have received one or more prior anti-her2-based regimens in the metastatic setting. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213411s004lbl.pdf",unresectable or metastatic invasive breast carcinoma,['her2-positive'],"['trastuzumab', 'tucatinib', 'capecitabine']","['targeted therapy', 'targeted therapy', 'chemotherapy']","['her2 inhibition', 'her2 inhibition', 'thymidylate synthase inhibition']","tukysa is a kinase inhibitor indicated in combination with trastuzumab and capecitabine for treatment of adult patients with advanced unresectable or metastatic her2-positive breast cancer, including patients with brain metastases, who have received one or more prior anti-her2-based regimens in the metastatic setting",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213411s004lbl.pdf
500,"if a patient with unresectable or metastatic melanoma has braf p.v600e, one recommended therapy is vemurafenib. therapy type: targeted therapy. therapy strategy: b-raf inhibition. indication: zelboraf is a kinase inhibitor indicated for the treatment of patients with unresectable or metastatic melanoma with braf v600e mutation as detected by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202429s019lbl.pdf",unresectable or metastatic melanoma,['braf p.v600e'],['vemurafenib'],['targeted therapy'],['b-raf inhibition'],zelboraf is a kinase inhibitor indicated for the treatment of patients with unresectable or metastatic melanoma with braf v600e mutation as detected by an fda-approved test,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202429s019lbl.pdf
